NameDeposit,Includes,OtherNames,Country,CountryCode,StateProvince,LatitudeDecimal,LongitudeDecimal,AgeMY,Deposit Age,Tonnage,Copper grade,Molybdenum grade,Gold grade,Silver grade,Subtype,EmpacementDepthkm,Assoc Deposits less 10km,Assoc Deposits less 5km,DepositID,LatitudeDegrees,LatitudeMinutes,LatitudeSeconds,LongitudeDegrees,LongitudeMinutes,LongitudeSeconds,Minerals,RocksInDeposit,RocksOnMap,RocksOnMapInDeposit,DiscoveryDate,StartupDate,OreAAxis,OreBAxis,OreArea,AlterAAxis,AlterBAxis,AlterArea,SulfideAAxis,SulfideBAxis,SulfideArea,Comments,References
San  Xavier  North ,,,United States,USAZ,Arizona,31.9666666666667,-111.016666666667,56,56,208,0.54,0,0,0,17,0,21a,"17, 18b",84,31,58,,-111,-1,,"altaite, alunite, azurite/malachite, bornite, chalcocite, chalcopyrite, chlorite, chrysocolla, epidote, galena, goethite/limonite, hematite/specularite, kaolinite, molybdenite, neotocite, pyrite, sericite, sphalerite, tenorite",quartz monzonite porphyry,"dolomite, granite, granodiorite, limestone, quartzite, rhyodacite tuff","andesite, conglomerate, fanglomerate, mudstone, sandstone, siltstone",1955,1968,0.9,0.6,0.42,0,0,0,3.5,1.6,4.4,100% covered.,"King, J.R., 1982, Geology of the San Xavier North porphyry copper deposit, Pima mining district, Pima County, Arizona, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 475–485.

King, J.R., 1978, The geology of the San Xavier North porphyry copper deposit, Pima mining district, Arizona: Arizona Geological Society Digest, v. 11, p. 101–102.

Titley, S.R., 1982, Some features of tectonic history and ore genesis in the Pima mining district, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 387–406."
Sanchez,,Carpenter,United States,USAZ,Arizona,32.8833333333333,-109.533333333333,,n.d.,173,0.317,0,0.34,0,20c,0,20c,n.d.,81,32,53,,-109,-32,,"biotite, bornite, chalcocite, chalcopyrite, chlorite, epidote, limonite, pyrite, sericite ","monzonite porphyry, quartz monzonite porphyry, tonalite porphyry"," granodiorite, quartz diorite","agglomerate, andesite, andesite breccia, basalt, dacite, dacite tuff, rhyolite, tuff",1949,n.d.,0,0,0,0,0,0,0,0,0,95% covered.,"Langton, J.M., and Williams, S.A., 1982, Structural, petrological and mineralogical controls for the Dos Pobres orebody, Lone Star mining district, Graham County, Arizona, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 335–352.

Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35–68.

Robinson, R.F., and Cook, A., 1966, The Safford copper deposit, Lone Star mining district, Graham County, Arizona, in Titley, S.R., and Hicks, C.L., eds., Geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 250–266.

Titley, S.R., 1993, Characteristics of porphyry copper occurrence in the American Southwest, in Kirkham, R.V., Sinclair, W.D., Thorpe, R.I., and Duke, J.M., eds., Mineral deposit modeling: Geological Association of Canada Special Paper 40, p. 433–464."
Sheep  Mountain,,,United States,USAZ,Arizona,34.08,-112.46,,n.d.,318,0.99,0,0,0,17,0,n.d.,n.d.,59,34,4,48,-112,-27,-36,n.d.,n.d.,n.d.,n.d.,1963,n.d.,0,0,0,0,0,0,0,0,0,,"Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35-68."
Silver  Bell,North Silver Bell,,United States,USAZ,Arizona,32.4,-111.5,67.5,69-66,268,0.66,0.013,0.026,0.96,21a,0,n.d.,"18b, 22c",79,32,24,,-111,-30,,"actinolite, alunite, azurite/malachite, barite, biotite, brochantite, chalcanthite, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, cuprite, diopside, epidote, garnet, goethite/limonite, jarosite, melanterite, molybdenite, pyrite, sericite, tenorite, torbernite, wollastonite","andesite porphyry, intrusive breccia, monzonite porphyry, quartz latite porphyry, quartz monzonite porphyry, skarn, syenodiorite porphyry",n.d.,"alaskite, arkose,  conglomerate, dacite porphyry, limestone, quartzite, siltstone",1865,1874,2.5,1.3,2.6,10,3.5,28,4.8,2.4,9.1,10% covered.,"Bell Resources Corp., 2007, Bell continues to expand presence in Arizona with new copper project, 3 p.: 
www.bellresources.com/s/News.asp?ReportID=202761

Browne, Q., 2007, Characteristics of phyllic alteration and mineralization in late-stage dikes in the North Silver Bell deposit, Pima County, AZ, in Ores and Orogenesis, a symposium honoring the career of William R. Dickinson. Program with Abstracts: GSA, Tucson, Arizona, p. 158. 

Einaudi, M.T., 1982, Description of skarns associated with porphyry copper plutons, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 139–183.

Graybeal, F.T., 1982, Geology of the El Tiro area, Silver Bell mining district, Pima County, Arizona, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 487–505.

Graybeal, F.T., 1991, History of exploration at Silver Bell, Arizona, in Hollister, V.F., ed., Case histories of mineral discoveries, v. 3, Society for Mining, Metallurgy, and Exploration, Inc., Littleton, Colorado, p. 45–47.

Kenyon, R., and Courtright, J.H., 1966, Structure and mineralization at Silver Bell, Arizona, in Titley, S.R., and Hicks, C.L., eds., Geology of the porphyry copper deposits, southwestern North America:  Tucson, University of Arizona Press, p. 157–163.

Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35–68.

Lopez, J.A., and Titley, S.R., 1995, Outcrop and capping characteristics of the supergene sulfide enrichment at North Silver Bell, in  Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p. 424–435. 

Sawyer, D.A., 1994, Geologic map of a Late Cretaceous caldera and related porphyry copper-molybdenum ore deposits in the Silver Bell mining district, Arizona, and their subsequent Tertiary structural history: U.S. Geological Survey Circular 1103-A, p. 91–92.

Titley, S.R., 1994, Silver Bell porphyry copper deposit, Silver Bell Mountains, Pima County, Arizona: U.S. Geological Survey Circular 1103-B, p. 77–88."
Squaw  Peak,,,United States,USAZ,Arizona,34.4802777777778,-111.865277777778,,n.d.,18,0.4,0,0,0,17,0,n.d.,n.d.,58,34,28,49,-111,-51,-55,"chalcopyrite, galena, molybdenite, powellite, pyrite, sericite, sphalerite",quartz monzonite porphyry,n.d.,"basalt, granite, granodiorite, limestone, sandstone ",before 1915,n.d.,0,0,0,0,0,0,0,0,0,Production 1934–1946.,"Roe, R.R., 1976, Geology of the Squaw Peak porphyry copper-molybdenum deposit, Yavapai County, Arizona: Master’s Thesis, University of Arizona, Tucson, 110 p.

Thacker, E., 1949, Squaw Peak mine: Rocks and Minerals, v. 24, p. 376–377."
Sunnyside,,,United States,USAZ,Arizona,31.4511111111111,-110.746111111111,,n.d.,180,0.61,0.02,0,0.5,17,0,"19a (3), 22c","18b, 22c",97,31,27,4,-110,-44,-46,"alunite, andalusite, biotite, chalcocite, chalcopyrite, diaspore, enargite, hematite, kaolinite/illite, magnetite, pyrite, pyrophyllite, sericite, smectite, tennantite, tourmaline, zunyite","breccia, latite porphyry, quartz- feldspar porphyry, quartz monzonite porphyry ",n.d.,"granodiorite, quartz monzonite, carbonate rocks, volcanic rocks ",n.d.,n.d.,0,0,0,0,0,0,13,6,61,Deep resources at a depth of >4000 ft. Exposed.,"Graybeal, F.T., 1996, Sunnyside, a vertically-preserved porphyry copper system: SEG (Society of Economic Geologists) Newsletter, no. 26, p. 1, 10–14.

Keith, S.B., Schnabel, L., DeWitt, E., Gest, D.E., and Wilt, J., 1984, Map, description and bibliography of the mineralized areas of the Basin and Range Province in Arizona: U.S. Geological Survey Open-File Report 84–0086, 129 p. and map."
Superior  East,,Pinal Ranch,United States,USAZ,Arizona,33.3780555555556,-110.998888888889,60,62–58,996,0.498,0,0,0,17,0,n.d.,22c,61,33,22,41,-110,-59,-56,"adularia, anhydrite, ankerite, bornite, chalcocite/digenite, chalcopyrite, chlorite, copper, epidote, galena, hematite/specularite, kaolinite/dickite, magnetite, marcasite, molybdenite, pyrite, rhodochrosite, sericite, sphalerite, talc, tremolite","aplite, breccia, granodiorite, granodiorite porphyry, hornfels, quartz monzonite, quartz monzonite porphyry, quartz porphyry, skarn",rhyolite,"andesite, basalt, conglomerate, granite, limestone, marble, quartz latite tuff, schist",1973,n.d.,0,0,0,0,0,0,0,0,0,"Hypogene ore grades 1 to 2% Cu. 100% covered by Oligocene-Miocene conglomerate and Miocene dacite tuff, 600 to 1,200 m thick.","Long, K.R., De Young, J.H., Jr., and Ludington, S.D., 1998, Database of significant deposits of gold, silver, copper, lead, and zinc in the United States; Part A, Database description and analysis; Part B, Digital database: U.S. Geological Survey Open-File Report 98-206, 35 p., one 3.5 inch diskette.

Manske, S. and Paul, A.H., 2002, Geology of a major new porphyry copper center in the Superior (Pioneer) district, Arizona: Economic Geology, v. 97, p. 197–220. 

Sell, J.D., 1995, Discovery of a deep (3500 feet) unexposed porphyry copper deposit at Superior East, Pinal County, Arizona, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits in the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p. 373–395."
Twin  Buttes,,,United States,USAZ,Arizona,31.8927777777778,-111.035277777778,58,58,940,0.502,0.023,0.019,5.8,21a,0,17 (2),18b,90,31,53,34,-111,-2,-7,"actinolite, anhydrite/gypsum, apatite, apophyllite, azurite/malachite, biotite, bornite, brochantite, chalcocite/digenite, chalcopyrite, chlorite, chrysocolla, copper, cuprite/tenorite, Cu-Mn wad, diopside, epidote, ferrimolybdite, fluorite, galena, garnet, goethite/limonite, hematite/specularite, jarosite, magnetite, molybdenite, montmorillonite, powellite, pyrite, pyrolusite, pyrrhotite, rhodochrosite, rhodonite, rutile, scheelite, sericite, siderite, sphalerite, stibnite, tenorite, tetrahedrite, vanadinite, vesuvianite, wollastonite, wulfenite","breccia, quartz monzonite porphyry, quartz-feldspar porphyry, skarn",n.d.,"andesite, anhydrite, conglomerate, dolomite, fanglomerate, granite, limestone, quartzite, rhyodacite porphyry, rhyolite, sandstone, shale, siltstone, tuff",1870,1965,0,0,0,0,0,0,0,0,0,100% covered.,"Barter, C. F., 1978, Stratigraphy, alteration, and ore controls in the main ore zone, Twin Buttes mine, Pima County, Arizona: Arizona Geological Society Digest, v. 11, p. 115–116.

Barter, C.F., and Kelly, J.L., 1982, Geology of the Twin Buttes mineral deposit, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 407–432.

Einaudi, M.T., 1982, Description of skarns associated with porphyry copper plutons, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 139–183.

Kelley, J.L., 1976, Geology of the Twin Buttes copper deposit, Pima county, Arizona: AIME Annual Meeting, February 22–26, 1976, Las Vegas, Preprint No. 76–1–3, 23 p.

Titley, S.R., 1982, Some features of tectonic history and ore genesis in the Pima mining district, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 387–406."
Two  Peaks,,Mine Canyon,United States,USAZ,Arizona,31.7680555555556,-110.461944444444,74,74,29,0.3,0,0,0,17,0,15a,n.d.,94,31,46,5,-110,-27,-43,n.d.,granodiorite porphyry,"alaskite, quartz monzonite","conglomerate, granodiorite, limestone, sandstone, shale",n.d.,n.d.,0,0,0,0,0,0,0,0,0,,"Creasey, S.C., 1967, Geologic map of the Benson quadrangle, Cochise and Pima Counties, Arizona: U.S. Geological Survey Miscellaneous Geologic Investigations Map I-470.

Keith, S.B., Schnabel, L., DeWitt, E., Gest, D.E., and Wilt, J., 1984, Map, description and bibliography of the mineralized areas of the Basin and Range Province in Arizona: U.S. Geological Survey Open-File Report 84–0086, 129 p. and map."
Vekol  Hills,,Reward,United States,USAZ,Arizona,32.58,-112.09,,n.d.,95,0.56,0.014,0,0,17,0,n.d.,n.d.,73,32,34,48,-112,-5,-24,"acanthite, anglesite, aurichalcite, chalcopyrite, chrysocolla, copper, dickite, dolomite, galena, jarosite, kaolinite, malachite, molybdenite, pyrargyrite, pyrite, pyrolusite, pyrrhotite, siderite, silver, smithsonite, sphalerite, tetrahedrite, wulfenite",quartz feldspar porphyry,n.d.,"conglomerate, diabase, granite, limestone, quartzite, schist, shale, siltstone",1879,1882,0,0,0,0,0,0,0,0,0,"Small underground Ag-Cu-Pb-Zn-Mo mine, closed 1965.","Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35–68.

Mindat.org, 2007, Vekol Mine (Reward Mine), Pinal County, Arizona, 2 p.: www.mindat.org/loc-5570.html

Steele, H.J., 1978, Vekol Hills copper deposit: Arizona Geological Society Digest 11, p. 36. "
Lights  Creek,,Moonlight Valley,United States,USCA,California,40.195,-120.853888888889,100,100,318,0.34,0,0.05,3.2,17,0,n.d.,n.d.,39,40,11,42,-120,-51,-14,"actinolite, azurite/malachite, bornite, carbonate, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, covellite, epidote, galena, hematite, jamesonite, limonite, magnetite, molybdenite, pyrite, pyrrhotite, sericite, sphalerite, stibnite, tetrahedrite/tennantite, tourmaline",aplite,"granite porphyry, quartz porphyry, serpentinite ","andesite, agglomerate, alaskite, basalt, gabbro, granite, granodiorite, metasedimentary rocks, metavolcanic rocks, quartz diorite, quartz monzonite, schist ",1970,n.d.,0,0,0,0,0,0,0,0,0,,"Anderson, C.A., 1931, The geology of the Engels and Superior mines, Plumas County, California: Bulletin of the Department of Geological Sciences, University of California, v. 20, no. 8, p. 293–330.  

Sheffield Resources Ltd., 2006, Moonlight project, presentation, 33 p.: 
www.sheffieldresources.com/presentations/Sheffield%20Presentation%20-%20October%20%202006.pdf

Smith, A.R., 1970, Trace elements in the Plumas copper belt, Plumas County, California: California Division of Mines and Geology Special Report 103, 26 p. 

Storey, L.O., 1978, Geology and mineralization of the Lights Creek stock, Plumas County, California, in Jenney, J.P., and Hauck, H.R., eds., Proceedings of the porphyry copper symposium, Tucson, March 18-20, 1976: Tucson, Arizona Geological Society Digest 11, p. 49-58."
Allard  ,,,United States,USCO,Colorado,37.4069444444444,-108.088055555556,67.5,70–65,200,0.4,0,0,5,17,0,n.d.,"25b, 39a",53,37,24,25,-108,-5,-17,"arsenopyrite, bornite, calcite, chalcocite, chalcopyrite, chlorite, domeykite, enargite, fluorite, galena, hematite, kaolinite, magnetite, marcasite, pyrite, sericite, sphalerite, tennantite ","breccia, pegmatite, syenite, trachyte dike","limestone, monzonite","conglomerate, monzonite porphyry, diorite porphyry, sandstone, shale",n.d.,n.d.,0,0,0,0,0,0,0,0,0,"10–200 ppb Au, 100–170 ppb Pt.","Armstrong, R.L., 1969, K-Ar dating of laccolithic centers of the Colorado Plateau and vicinity: Geological Society of America Bulletin, v. 80, p. 2081–2086. 

Cunningham, C.G., Naeser, C.W., Marvin, R.F., Luedke, R.G., and Wallace, A.R., 1994, Ages of selected intrusive rocks and associated mineral deposits in the Colorado mineral belt: U.S. Geological Survey Bulletin 2109, 31 p. 

Eckel, E.B., Williams, J.S., Galbraith, F.W., and others, 1949, Geology and ore deposits of the La Plata district, Colorado: U.S. Geological Survey Professional Paper 219, 179 p.

Werle, J.L., Ikramuddin, M., and Mutschler, F.E., 1984, Allard stock, La Plata Mountains, Colorado—an alkaline rock-hosted porphyry copper-precious metal deposit: Canadian Journal of Earth Sciences, v. 21, p. 630–641."
Bobcat  Gulch,,,United States,USID,Idaho,45.3563888888889,-113.993888888889,,n.d.,54.4,0.5,0,0,0,17,0,n.d.,n.d.,25,45,21,23,-113,-59,-38,"chalcocite, chalcopyrite, molybdenite, pyrite","granodiorite porphyry, quartz diorite porphyry, quartz latite, rhyolite porphyry",n.d.,"argillite, quartzite, siltstone",1977,n.d.,0,0,0,0,0,0,0,0,0,,"Pearson, R.C., Trautwein, C.M., Moll, S.H., Berger, B.R., Hanna, W.F., Loen, J.S., Rowan. L.C., Ruppel, E.T., and Segal, D.B., 1992, Maps showing mineral resource assessment for copper and molybdenum in porphyry and stockwork deposits and for tungsten, iron, gold, copper, and silver in skarn deposits. Dillon 1°x2° quadrangle, Idaho: U.S. Geological Survey, Miscellaneous Investigations Series, Map I –1803–G, 28 p., 3 sheets."
Caribou  Mountain,,,United States,USID,Idaho,43.0930555555556,-111.323055555556,50,50,,0,0,0,0,17,0,n.d.,18b,29,43,5,35,-111,-19,-23,"biotite, bornite, chalcocite/digenite, chalcopyrite, chlorite, covellite, clay minerals, cuprite, epidote, gold, hematite, limonite, magnetite, pyrite, sericite, sphalerite","andesite porphyry, diorite, diorite porphyry, skarn",n.d.,"andesite, clastic rocks, limestone",n.d.,n.d.,0,0,0,0,0,0,0,0,0,,"Huntsman, J.R., 1984, Caribou Mountain: a porphyry copper deposit in southeastern Idaho: Economic Geology, v.79, p. 748–754."
